comment,offensive,type
"THESE WIKIPEDIA PEOPLE ARE LIARS AND FASCISTS 
 TABTAB 
 TABTHEY BLOCKED ME BECAUSE THEY DIDN'T LIKE THE FACTS I POSTED ABOUT A CORRUPT BUSINESS-MAN!! THESE PEOPLE ARE LIARS AND THIS IS LIKE FASCIST GERMANY!! TAB 
 TABTAB  TABTAB 
 TAB

BLOCK THESE FASCISTS - Ryulong & Cacknuck are lying fascists!!!!!",True,"toxic, insult"
Football |class=Start |importance=Low |season=yes |Irish=yes,False,non_offensive
"Yes, this is CLEARLY vandalism from an IP  but seriously, for those of you who love this song with a passion, you will like this comment.  What an epic song!!  You've been Thunderstruck!!",False,non_offensive
archive this page as it is too long,False,non_offensive
Support per above and the fact that no one is going to type Ri¢hie Ri¢h into the search bar to find this.,False,non_offensive
""":::::Great... let me know if I can help locate sources for you for anything in this topic area.  Cheers!... 68 

""",False,non_offensive
"""

To regard this think tank as a """"propaganda organization"""", you would need to find a reliable source stating that it is a propaganda organization. All anyone's been able to do is find the appropriate verb. Which, would be found by reliable sources reporting on the Clinton campaign, the Obama campaign, the Bachmann campaign, and any number of political interest groups or political parties. Type in """"propagandizing"""" and list a newspaper, political party, think-tank, or even university, and you'll see what I mean. Like this on the Obama campaign  To make inferences from that opinion piece published in a reliable source, and therefore label his campaign a """"propaganda organization"""", or himself a """"master propagandist"""", would of course be very subjective.""",False,non_offensive
"""

 A barnstar for you! 

  The Barnstar of European Merit I am awarding you this Barnstar of European Merit because I have seen you do minor changes to some of the articles that I improve significantly and I appreciate that very much. – Plarem ( talk contribs) this WikiAward was given to Boson by – Plarem ( talk contribs) on """,False,non_offensive
"Well, you pretty much backed up what I was saying.  Thanks! — 19:31, 29 Jul 2003 (UTC)",False,non_offensive
"""

If it makes you feel better, we can reword the article to read """"Lehi justified acts of terror against their enemies"""" or somesuch, without specifically using the word """"terrorism"""" in this context.  (Btw, I'm puzzled as to how a defunct organization can still justify acts of terror.)    """,False,non_offensive
"Inconsistencies 

This article seems to pick and choose as to whether or not it is about the books or the films. Please fix this.  (not signed in)",False,non_offensive
"""
 Hmmm, good point. Perhaps we should make it blink? ) | talk  """,False,non_offensive
"Sorry 

Sorry about the warning thing there. You got to the revert there before I did.",False,non_offensive
"""I believe the original source is the 1988 PBS documentary """"Plagues"""", which was hosted by Blumberg according to http://www.the-scientist.com/?articles.view/articleNo/9433/title/Baruch-BlumbergScience-on-TV/  You'll notice this source says, """"may have contributed to as many as half"""", which is weaker than the form usually stated as fact these days.  Is this claim really plausible?   

""",False,non_offensive
"""

Regarding edits made during June 2 2008
Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  If this is an IP address, and it is shared by multiple users, ignore this warning if you did not make any unconstructive edits. –   """,False,non_offensive
"My Barnstar
Wow! Thanks!! ))",False,non_offensive
Hold on a second. This is an insane definition of vandalism. I am trying to add content that i fell is legitimate.,False,non_offensive
I swear to god it ignores my own user page lol it's always in my watch list feed but never on my huggle feed until to late lol. Need to get faster I guess ),False,non_offensive
"Response As you are very well aware, you were not attacked on personal grounds. It was merely pointed out to you and others that you are in violation of Wikipedia policy. You have failed to verify or in any way substantiate your biased remarks, which you are nevertheless using as grounds to recommend deletion of the article. Again, this is reprehensible, and that's a fact. Of course, I'm very sorry if your feelings were hurt in any way. My best advice to you would be to carefully review Wikipedia policy, and be sure to meet your editorial obligations in the future.",False,non_offensive
REDIRECT Talk:List of FIFA World Cup hat-tricks/Archive1,False,non_offensive
"""

Ich glaub's Dir und ich auch. Aber ... (for the benefit of others I continue in English)

""""There's no point in that"""" (= """"Das hat doch eh keinen Sinn!"""") 

is not the same as 

""""That makes sense."""" (=""""Das ergibt keinen Sinn!""""

The former is a normal translation, whereas the latter has spawned an Anglicism. The parallel in the first case would be: (*) """"Es is kein Punkt (or other horrible translations) darin!""""

Und Grüße zurück,  """,False,non_offensive
